,slang,formal
2558,br,baru
2559,denger,dengar
2560,skaligus,sekaligus
2561,dr,dari
2562,bkin,bikin
2563,jg,juga
2564,y,saya
2565,bkn,bukan
2566,jd,jadi
2567,br,baru
2568,cek2,cek-cek
2569,kl,kalo
2570,spti,seperti
2571,dl,dulu
2572,smakin,semakin
2573,qta,kita
2574,dg,dengan
2575,gtu,begitu
2576,sbgai,sebagai
2577,mgk,mungkin
2578,bs,bisa
2579,bgmn,bagaimana
2580,kl,kalo
2581,spti,seperti
2582,sapa2,sapa-sapa
2583,tp,tapi
2584,mmg,memang
2585,sama2,sama-sama
2586,kyknya,kayaknya
2587,dgn,dengan
2588,mgkn,mungkin
2589,bhwa,bahwa
2590,pnya,punya
2591,dng,dengan
2592,km,kamu
